querry,reference,alignment_length,similarity_errors,ref_coverage,querry_coverage,ani,reference_length,querry_length,alignment_coverage,primary_cluster
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,6887787,80030,0.9070675,0.91330385,0.9883809,7593467,7541616,0.9133038595441614,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_21_RUC_O_A_Oscillatoriales_46_74.fa,5434808,371764,0.72242093,0.7206424,0.93159574,7523049,7541616,0.7224209226870648,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,5427312,371210,0.7232865,0.7196484,0.9316034,7503682,7541616,0.7232865145404616,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,6804300,78117,0.912175,0.90223366,0.9885195,7459424,7541616,0.9121749883100894,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,6796502,77622,0.91031003,0.9011997,0.98857915,7466140,7541616,0.9103100129384126,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,6955431,82249,0.8989137,0.9222733,0.98817486,7737596,7541616,0.9222732899686221,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,5361371,370595,0.7155915,0.7109048,0.93087685,7492223,7541616,0.7155914873329318,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,6881808,84142,0.91037637,0.91251105,0.9877733,7559300,7541616,0.9125110586378304,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,7283683,70572,0.95341945,0.96579874,0.99031097,7639537,7541616,0.9657987094543132,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,6972059,82186,0.88891804,0.9244781,0.9882121,7843309,7541616,0.9244781224607564,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,6850528,72171,0.9102904,0.9083634,0.9894649,7525651,7541616,0.9102904187292236,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,6861426,72122,0.9115146,0.90980846,0.9894888,7527500,7541616,0.911514579873796,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,6782533,68389,0.9370583,0.8993474,0.9899169,7238112,7541616,0.9370583102333868,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,6775487,81267,0.90728396,0.8984132,0.98800576,7467879,7541616,0.9072839825069474,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_35_SFW_U_B_Oscillatoriales_45_107.fa,6905557,80453,0.9095483,0.91566014,0.98834956,7592293,7541616,0.9156601184679782,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_36_ELK_O_B_Oscillatoriales_45_119.fa,6958783,80703,0.8987307,0.92271775,0.9884027,7742901,7541616,0.9227177570430528,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_37_MFU_D_B_Oscillatoriales_45_91.fa,7265175,69638,0.957786,0.9633446,0.9904148,7585384,7541616,0.9633445935194791,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_38_RDM_U_B_Oscillatoriales_45_76.fa,6866454,72774,0.91075337,0.91047513,0.9894015,7539312,7541616,0.9107533950047432,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_39_LGB_O_B_Oscillatoriales_45_65.fa,6782478,68329,0.93773854,0.89934015,0.9899257,7232803,7541616,0.9377385226723305,1
PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,PH2017_40_RAT_O_B_Oscillatoriales_45_128.fa,6817606,83129,0.90558594,0.903998,0.98780674,7528392,7541616,0.90558594717172,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_01D_Oscillatoriales_44_513.fa,2624339,352909,0.45672926,0.3495403,0.8655246,5745940,7507973,0.4567292731911576,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_01D_Oscillatoriales_46_31.fa,5007618,51504,0.98234856,0.66697335,0.98971486,5097598,7507973,0.9823485492579054,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_01U_Oscillatoriales_44_212.fa,2693063,360179,0.44634497,0.35869375,0.8662568,6033591,7507973,0.4463449710131164,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_01U_Oscillatoriales_45_14.fa,6631032,64103,0.9367688,0.8831987,0.9903329,7078622,7507973,0.9367687665763195,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_02D_Oscillatoriales_45_1038.fa,5761780,103798,0.956117,0.7674215,0.9819851,6026229,7507973,0.9561170011959387,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_02U_Oscillatoriales_45_393.fa,6766055,120624,0.91545576,0.90118265,0.9821722,7390914,7507973,0.9154557880121458,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_03D_Oscillatoriales_45_235.fa,6385891,98510,0.8870478,0.85054797,0.9845738,7199038,7507973,0.8870478250010626,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_03U_Oscillatoriales_45_708.fa,6052500,81161,0.8977557,0.80614305,0.9865905,6741812,7507973,0.8977556775537496,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_04D_Oscillatoriales_45_965.fa,6271010,95689,0.89337665,0.83524674,0.98474103,7019447,7507973,0.8933766434877277,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_04U_Oscillatoriales_45_1042.fa,5805577,85465,0.92232406,0.77325493,0.9852788,6294509,7507973,0.922324044655429,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_05S_Oscillatoriales_45_1152.fa,6651557,68051,0.94656974,0.88593245,0.98976916,7027012,7507973,0.9465697511260832,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_06S_Oscillatoriales_45_83.fa,2759965,319546,0.4349408,0.36760455,0.884221,6345611,7507973,0.43494078032832456,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_06S_Oscillatoriales_46_2585.fa,4848344,423348,0.7413453,0.6457594,0.91268194,6539927,7507973,0.7413452780130421,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_07D_Oscillatoriales_45_11.fa,2094041,287338,0.40773693,0.27890897,0.862783,5135765,7507973,0.407736919426804,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_07D_Oscillatoriales_46_1245.fa,5019975,376479,0.7262581,0.6686192,0.9250038,6912109,7507973,0.7262580783954651,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_07U_Oscillatoriales_46_236.fa,5290874,368926,0.7249507,0.7047007,0.93027127,7298254,7507973,0.7249506525807405,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_08D_Oscillatoriales_45_74.fa,2676886,333340,0.42973956,0.3565391,0.8754747,6229089,7507973,0.42973956544849495,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_08D_Oscillatoriales_46_1646.fa,5052593,406301,0.73018295,0.6729637,0.91958565,6919626,7507973,0.7301829607553935,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_08U_Oscillatoriales_46_180.fa,5291710,369913,0.7278453,0.70481205,0.93009573,7270377,7507973,0.7278453373188213,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_09S_Oscillatoriales_45_247.fa,6711506,88534,0.9193514,0.89391714,0.9868086,7300262,7507973,0.919351387662525,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_10S_Oscillatoriales_46_199.fa,5579212,69671,0.9558144,0.74310493,0.9875124,5837129,7507973,0.9558144080762991,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_11S_Oscillatoriales_45_847.fa,6801550,65394,0.967474,0.9059103,0.9903854,7030215,7507973,0.9674739677236045,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_12D_Oscillatoriales_45_607.fa,6850455,69944,0.96615344,0.912424,0.9897899,7090442,7507973,0.9661534499541777,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_12U_Oscillatoriales_45_315.fa,7180217,71041,0.9623413,0.9563456,0.990106,7461196,7507973,0.9623412922003389,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_13D_Oscillatoriales_45_19.fa,2503598,340278,0.42367497,0.33345857,0.8640844,5909242,7507973,0.42367498234122075,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_13U_Oscillatoriales_45_97.fa,2363101,325890,0.42591012,0.31474555,0.8620922,5548356,7507973,0.42591012544977286,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2015_14S_Oscillatoriales_45_132.fa,2350706,323831,0.41573232,0.31309462,0.86224097,5654374,7507973,0.4157323162564061,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,6825118,83130,0.90499413,0.90904933,0.98781997,7541616,7507973,0.9090493532675198,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,7507265,0,0.9999057,0.9999057,1.0,7507973,7507973,0.9999057002469242,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,6359154,54857,0.97282743,0.8469868,0.99137354,6536775,7507973,0.9728274263685074,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22.fa,6190080,76900,0.9618715,0.82446754,0.9875769,6435454,7507973,0.9618715322959344,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_05_CCC_O_A_Oscillatoriales_45_72.fa,6687970,93567,0.8680475,0.89078236,0.98600966,7704613,7507973,0.8907823722861017,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,6714827,63220,0.9787376,0.8943595,0.990585,6860702,7507973,0.9787375985722744,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,6606876,85682,0.91173124,0.87998134,0.9870314,7246517,7507973,0.9117312496472443,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,6813779,87032,0.9012526,0.90753907,0.9872271,7560343,7507973,0.9075390921091485,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_09_SFU_O_A_Oscillatoriales_45_144.fa,6840291,66934,0.9456586,0.9110703,0.99021477,7233362,7507973,0.9456586024589949,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_10_PVI_O_A_Oscillatoriales_46_64.fa,5381581,375321,0.71224636,0.71678215,0.9302582,7555786,7507973,0.7167821461265245,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_11_PCY_U_A_Oscillatoriales_46_44.fa,5382750,375326,0.7059572,0.71693784,0.93027246,7624754,7507973,0.7169378472724929,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_12_PCY_D_A_Oscillatoriales_46_131.fa,5378579,375524,0.70740014,0.7163823,0.93018156,7603305,7507973,0.7163823045181436,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_13_LAR_U_A_Oscillatoriales_45_90.fa,6831076,78280,0.90169805,0.9098429,0.9885406,7575791,7507973,0.9098429096641664,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_14_LAR_D_A_Oscillatoriales_45_71.fa,6835426,77485,0.90097284,0.91042227,0.9886642,7586717,7507973,0.9104222937402678,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_15_JOR_U_A_Oscillatoriales_45_73.fa,6800399,78901,0.8892563,0.905757,0.9883976,7647288,7507973,0.9057569866061053,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_16_JOR_D_A_Oscillatoriales_45_142.fa,7131325,65923,0.96970475,0.9498336,0.99075586,7354120,7507973,0.9697047369365743,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_17_BER_D_A_Oscillatoriales_45_133.fa,6804195,105069,0.8937228,0.9062626,0.9845582,7613317,7507973,0.9062625824573424,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_18_LLB_O_A_Oscillatoriales_45_52.fa,7515708,31846,0.99869204,1.0010302,0.99576277,7525551,7507973,1.0010302381215277,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_19_SFW_U_A_Oscillatoriales_45_100.fa,6981674,82345,0.92038214,0.9299013,0.98820555,7585625,7507973,0.9299013195705419,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,7002837,71774,0.9222187,0.93272007,0.98975074,7593467,7507973,0.932720056398711,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_21_RUC_O_A_Oscillatoriales_46_74.fa,5392080,371342,0.7167413,0.71818054,0.93113196,7523049,7507973,0.7181805262219243,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_22_RUC_O_B_Oscillatoriales_46_93.fa,5392024,370764,0.71858376,0.7181731,0.9312384,7503682,7507973,0.7185837566144194,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_24_DOB_U_A_Oscillatoriales_45_109.fa,7160311,63738,0.95990133,0.9536943,0.9910984,7459424,7507973,0.9599013275019627,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_25_DOB_D_A_Oscillatoriales_45_118.fa,7170479,62754,0.96039975,0.95504856,0.9912483,7466140,7507973,0.9603997514110371,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_26_ELK_O_A_Oscillatoriales_45_70.fa,6864752,79760,0.8871944,0.9143283,0.9883812,7737596,7507973,0.9143282747553834,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_27_LUM_O_A_Oscillatoriales_46_37.fa,5356235,374056,0.714906,0.71340626,0.9301644,7492223,7507973,0.7149059765039028,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_28_MFU_U_A_Oscillatoriales_45_48.fa,6831183,89000,0.9036793,0.90985715,0.9869715,7559300,7507973,0.9098571611805211,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_29_MFU_D_A_Oscillatoriales_45_141.fa,6842252,87720,0.895637,0.9113315,0.98717964,7639537,7507973,0.9113314605686514,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_30_WIL_O_A_Oscillatoriales_45_52.fa,6788758,88197,0.8655477,0.9042065,0.9870084,7843309,7507973,0.904206501541761,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_31_RDM_U_A_Oscillatoriales_45_70.fa,7096987,73448,0.9430396,0.94526005,0.98965085,7525651,7507973,0.9452600588734137,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_32_RDM_D_A_Oscillatoriales_45_69.fa,7106432,73135,0.9440627,0.94651806,0.9897086,7527500,7507973,0.9465180548731329,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_33_LGB_O_A_Oscillatoriales_45_77.fa,6854201,66415,0.9469598,0.912923,0.9903103,7238112,7507973,0.9469597873036505,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_34_RAT_O_A_Oscillatoriales_45_70.fa,6762288,78757,0.90551656,0.9006809,0.9883535,7467879,7507973,0.905516546264341,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_35_SFW_U_B_Oscillatoriales_45_107.fa,7023093,71786,0.9250292,0.935418,0.9897786,7592293,7507973,0.9354179883172196,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_36_ELK_O_B_Oscillatoriales_45_119.fa,6882587,79485,0.88888997,0.91670376,0.9884513,7742901,7507973,0.9167037494673995,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_37_MFU_D_B_Oscillatoriales_45_91.fa,6835815,87238,0.9011825,0.9104741,0.9872381,7585384,7507973,0.9104741053277629,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_38_RDM_U_B_Oscillatoriales_45_76.fa,7120519,73278,0.9444521,0.9483943,0.9897089,7539312,7507973,0.9483943269375102,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_39_LGB_O_B_Oscillatoriales_45_65.fa,6840307,66945,0.9457339,0.9110724,0.99021316,7232803,7507973,0.9457339015040227,1
PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,PH2017_40_RAT_O_B_Oscillatoriales_45_128.fa,6808160,80679,0.9043312,0.9067907,0.98814964,7528392,7507973,0.9067906877129154,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_01D_Oscillatoriales_44_513.fa,2330712,318604,0.40562764,0.3565538,0.8633019,5745940,6536775,0.40562762576706335,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_01D_Oscillatoriales_46_31.fa,4853245,40764,0.95206505,0.7424525,0.9916007,5097598,6536775,0.9520650706469989,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_01U_Oscillatoriales_44_212.fa,2377984,325036,0.39412415,0.3637855,0.86331445,6033591,6536775,0.3941241625426715,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_01U_Oscillatoriales_45_14.fa,6207538,29665,0.87694156,0.9496331,0.99522114,7078622,6536775,0.9496331141885715,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_02D_Oscillatoriales_45_1038.fa,5400061,90443,0.8960929,0.82610476,0.9832515,6026229,6536775,0.8960928965693139,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_02U_Oscillatoriales_45_393.fa,6196309,97431,0.8383684,0.9479153,0.98427594,7390914,6536775,0.9479152946215833,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_03D_Oscillatoriales_45_235.fa,5931846,83695,0.8239776,0.9074576,0.98589057,7199038,6536775,0.9074575765572472,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_03U_Oscillatoriales_45_708.fa,5724830,70164,0.84915304,0.87578815,0.9877439,6741812,6536775,0.8757881371165445,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_04D_Oscillatoriales_45_965.fa,5875424,80533,0.83702093,0.8988261,0.98629326,7019447,6536775,0.8988261030860019,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_04U_Oscillatoriales_45_1042.fa,5492803,73445,0.87263405,0.8402925,0.9866289,6294509,6536775,0.8726340688368227,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_05S_Oscillatoriales_45_1152.fa,6235131,57128,0.887309,0.9538543,0.9908377,7027012,6536775,0.9538543088908521,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_06S_Oscillatoriales_45_83.fa,2520091,290403,0.39713922,0.38552514,0.88476485,6345611,6536775,0.3971392195329969,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_06S_Oscillatoriales_46_2585.fa,4505183,389667,0.6888736,0.68920577,0.9135069,6539927,6536775,0.6892057627805761,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_07D_Oscillatoriales_45_11.fa,1904645,263134,0.37085906,0.29137382,0.86184615,5135765,6536775,0.3708590638395643,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_07D_Oscillatoriales_46_1245.fa,4677985,346988,0.6767811,0.71564114,0.92582536,6912109,6536775,0.7156411227248911,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_07U_Oscillatoriales_46_236.fa,4861867,332981,0.6661685,0.7437715,0.9315117,7298254,6536775,0.7437715081213595,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_08D_Oscillatoriales_45_74.fa,2418142,302929,0.38820153,0.3699289,0.87472653,6229089,6536775,0.3882015492153026,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_08D_Oscillatoriales_46_1646.fa,4706978,374228,0.6802359,0.7200765,0.92049503,6919626,6536775,0.720076490318238,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_08U_Oscillatoriales_46_180.fa,4889785,336269,0.6725628,0.7480424,0.9312303,7270377,6536775,0.7480424215304948,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_09S_Oscillatoriales_45_247.fa,6180004,72870,0.8465455,0.9454209,0.9882088,7300262,6536775,0.9454209453438431,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_10S_Oscillatoriales_46_199.fa,5315738,61365,0.9106768,0.813205,0.98845595,5837129,6536775,0.9106768070398993,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_11S_Oscillatoriales_45_847.fa,6135105,60105,0.87267673,0.93855226,0.9902031,7030215,6536775,0.93855226774671,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_12D_Oscillatoriales_45_607.fa,6183639,64956,0.8721091,0.94597703,0.9894955,7090442,6536775,0.9459770299574332,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_12U_Oscillatoriales_45_315.fa,6340331,64122,0.84977406,0.9699479,0.98988664,7461196,6536775,0.9699478718481208,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_13D_Oscillatoriales_45_19.fa,2246494,309674,0.38016617,0.34367007,0.86215234,5909242,6536775,0.3801661871353382,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_13U_Oscillatoriales_45_97.fa,2134607,297429,0.38472784,0.32655352,0.86066335,5548356,6536775,0.38472783649787434,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2015_14S_Oscillatoriales_45_132.fa,2132826,296304,0.37719932,0.32628107,0.86107445,5654374,6536775,0.3771993150789106,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_01_SCD_O_A_Oscillatoriales_45_88.fa,6284400,68703,0.8332962,0.9613915,0.9890677,7541616,6536775,0.9613915118693851,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_02_FOX_O_A_Oscillatoriales_45_86.fa,6362981,54728,0.8474965,0.9734129,0.991399,7507973,6536775,0.9734128832643009,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,6536039,0,0.9998874,0.9998874,1.0,6536775,6536775,0.9998874062515537,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22.fa,5899581,59196,0.9167311,0.90252167,0.9899661,6435454,6536775,0.9167311272833276,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_05_CCC_O_A_Oscillatoriales_45_72.fa,6208478,76774,0.8058131,0.9497769,0.987634,7704613,6536775,0.949776915986859,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22.fa,6107328,60230,0.89018995,0.9343029,0.99013805,6860702,6536775,0.9343029246073178,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_07_MST_O_A_s25_Oscillatoriales_45_20.fa,6131876,70214,0.8461825,0.9380583,0.98854935,7246517,6536775,0.9380582932715291,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_08_TRC_O_A_Oscillatoriales_45_117.fa,6274511,69615,0.8299241,0.9598787,0.98890513,7560343,6536775,0.9598786863552746,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_09_SFU_O_A_Oscillatoriales_45_144.fa,6378503,55173,0.8818172,0.97578746,0.9913502,7233362,6536775,0.9757874487036803,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_10_PVI_O_A_Oscillatoriales_46_64.fa,4938850,338671,0.6536514,0.7555484,0.9314272,7555786,6536775,0.7555484164591867,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_11_PCY_U_A_Oscillatoriales_46_44.fa,4937898,338499,0.64761406,0.7554028,0.93144876,7624754,6536775,0.7554027788932616,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_12_PCY_D_A_Oscillatoriales_46_131.fa,4934932,338773,0.6490509,0.75494903,0.931352,7603305,6536775,0.754949038325474,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_13_LAR_U_A_Oscillatoriales_45_90.fa,6321221,57640,0.8343975,0.9670244,0.9908815,7575791,6536775,0.9670244118850656,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_14_LAR_D_A_Oscillatoriales_45_71.fa,6309982,57334,0.83171445,0.9653051,0.99091375,7586717,6536775,0.9653050625117126,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_15_JOR_U_A_Oscillatoriales_45_73.fa,6288810,57196,0.8223582,0.9620662,0.9909051,7647288,6536775,0.962066156476244,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_16_JOR_D_A_Oscillatoriales_45_142.fa,6360807,61549,0.8649311,0.9730803,0.9903237,7354120,6536775,0.9730803033606021,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_17_BER_D_A_Oscillatoriales_45_133.fa,6217446,85215,0.816654,0.95114887,0.9862942,7613317,6536775,0.9511488463347751,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_18_LLB_O_A_Oscillatoriales_45_52.fa,6389582,56081,0.8490517,0.9774823,0.99122304,7525551,6536775,0.9774823211751973,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_19_SFW_U_A_Oscillatoriales_45_100.fa,6477520,41486,0.8539204,0.99093515,0.99359536,7585625,6536775,0.9909351323856183,1
PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20.fa,PH2017_20_SFW_D_A_Oscillatoriales_45_54.fa,6489487,33546,0.8546145,0.99276584,0.9948307,7593467,6536775,0.9927658516623259,1
