name1	name2	scaf_num	mean_popANI	mean_conANI	sum_pop_sites	sum_con_sites	frac_popSNPs	sd_popANI	sd_conANI	median_popANI	median_conANI	watershed_1	watershed_2	row_name	col_name	ani_dRep	ani99_dRep	SNV_mbp.1	pop_age.1	SNV_mbp.2	pop_age.2	pop_age_pair	riv_dist	euc_dist	mean_pi.1	median_pi.1	mean_pi.2	median_pi.2	pi_diff_mean	pi_avg_mean	pi_avg_median	watershed_diff
PH2017_02_FOX_O_A	PH2017_39_LGB_O_B	172	0.995287735	0.99273934	28294	44200	0.640135747	0.003446058	0.003518415	0.995910164	0.99340481	2.8	642	PH2017_02_FOX_O_A_Oscillatoriales_45_86	PH2017_39_LGB_O_B_Oscillatoriales_45_65	0.98796606	<0.99	2253.392084	Old	1184.528593	Young	Old-Young	27427.35237	15807.55351	0.001173989	8.13E-04	7.25E-04	5.52E-04	4.49E-04	9.50E-04	6.82E-04	639.2
PH2017_02_FOX_O_A	PH2017_40_RAT_O_B	183	0.99592251	0.991391607	28005	56173	0.498549125	0.002308038	0.00431725	0.99608145	0.992057312	2.8	50	PH2017_02_FOX_O_A_Oscillatoriales_45_86	PH2017_40_RAT_O_B_Oscillatoriales_45_128	0.9861488	<0.99	2253.392084	Old	2792.179699	Old	Old-Old	24489.82495	10844.60593	0.001173989	8.13E-04	0.001378377	6.62E-04	2.04E-04	0.001276183	7.37E-04	47.2
PH2017_03_ELD_O_A	PH2017_04_SCI_O_A	180	0.999748217	0.991973466	1605	52458	0.030595905	4.80E-04	0.003719542	0.999918619	0.9924983	17	114	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	0.9880417	<0.99	7042.034548	Old	6317.619856	Old	Old-Old	2326.990363	1296.448437	0.003333966	0.002007313	0.003184929	0.001728745	1.49E-04	0.003259447	0.001868029	97
PH2017_03_ELD_O_A	PH2017_05_CCC_O_A	174	0.997659441	0.988490558	13494	70784	0.190636302	0.002563724	0.005371333	0.998129114	0.989631505	17	39	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_05_CCC_O_A_Oscillatoriales_45_72	0.9858581	<0.99	7042.034548	Old	4027.236384	Old	Old-Old	26526.00272	13357.66779	0.003333966	0.002007313	0.001857712	0.001021113	0.001476255	0.002595839	0.001514213	22
PH2017_03_ELD_O_A	PH2017_06_SFM_O_A	180	0.998983745	0.990218637	5358	61532	0.087076643	0.002013519	0.006283223	0.9994069	0.991304769	17	40	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22	0.98840547	<0.99	7042.034548	Old	6258.916131	Old	Old-Old	15264.94894	9731.842478	0.003333966	0.002007313	0.002391344	0.001294336	9.43E-04	0.002862655	0.001650825	23
PH2017_03_ELD_O_A	PH2017_07_MST_O_A	178	0.998875546	0.988548155	6792	74478	0.091194715	0.001763126	0.004990224	0.999402708	0.989619891	17	885	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_07_MST_O_A_s25_Oscillatoriales_45_20	0.9866839	<0.99	7042.034548	Old	8157.405328	Old	Old-Old	331175.9361	63656.15884	0.003333966	0.002007313	0.003186694	0.001918175	1.47E-04	0.00326033	0.001962744	868
PH2017_03_ELD_O_A	PH2017_08_TRC_O_A	175	0.99642224	0.988244244	21771	70656	0.308126698	0.002909942	0.005504251	0.996913197	0.989414332	17	4.6	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_08_TRC_O_A_Oscillatoriales_45_117	0.9870856	<0.99	7042.034548	Old	1444.138446	Young	Old-Young	331562.512	63453.21062	0.003333966	0.002007313	7.73E-04	5.48E-04	0.002560544	0.002053694	0.001277536	12.4
PH2017_03_ELD_O_A	PH2017_09_SFU_O_A	172	0.998383754	0.990794498	10684	57773	0.184930677	0.00151448	0.003898936	0.998716603	0.991530732	17	1392	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_09_SFU_O_A_Oscillatoriales_45_144	0.9895795	<0.99	7042.034548	Old	1321.772005	Young	Old-Young	101823.6391	51937.31623	0.003333966	0.002007313	7.18E-04	5.35E-04	0.002615632	0.00202615	0.001271353	1375
PH2017_03_ELD_O_A	PH2017_13_LAR_U_A	175	0.997397914	0.989711099	14928	61500	0.242731707	0.002910775	0.005352494	0.997993311	0.990781494	17	228	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_13_LAR_U_A_Oscillatoriales_45_90	0.98894954	<0.99	7042.034548	Old	1271.109886	Young	Old-Young	145753.8523	79401.49466	0.003333966	0.002007313	8.28E-04	6.38E-04	0.00250558	0.002081176	0.001322695	211
PH2017_03_ELD_O_A	PH2017_14_LAR_D_A	175	0.997506565	0.989975692	14390	59848	0.240442454	0.002768169	0.005246862	0.998078725	0.991141209	17	228	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_14_LAR_D_A_Oscillatoriales_45_71	0.98887163	<0.99	7042.034548	Old	1127.433189	Young	Old-Young	145753.8523	79401.49466	0.003333966	0.002007313	9.86E-04	8.08E-04	0.002347798	0.002160067	0.001407508	211
PH2017_03_ELD_O_A	PH2017_15_JOR_U_A	175	0.998304966	0.98993498	11451	62397	0.183518438	0.001237326	0.004704047	0.998495864	0.991067149	17	12.2	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_15_JOR_U_A_Oscillatoriales_45_73	0.9891215	<0.99	7042.034548	Old	1920.469587	Old	Old-Old	159496.2237	85893.11896	0.003333966	0.002007313	9.96E-04	6.14E-04	0.002338414	0.002164759	0.001310655	4.8
PH2017_03_ELD_O_A	PH2017_16_JOR_D_A	179	0.998106361	0.990288273	13987	65613	0.213174219	0.001521929	0.003907114	0.998297665	0.991171831	17	12.2	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_16_JOR_D_A_Oscillatoriales_45_142	0.9888285	<0.99	7042.034548	Old	1165.764845	Young	Old-Young	159496.2237	85893.11896	0.003333966	0.002007313	6.74E-04	5.76E-04	0.002659636	0.002004148	0.00129185	4.8
PH2017_03_ELD_O_A	PH2017_17_BER_D_A	177	0.9985877	0.98867056	10050	73575	0.136595311	0.001386338	0.004882599	0.99881272	0.989700415	17	22	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_17_BER_D_A_Oscillatoriales_45_133	0.9842361	<0.99	7042.034548	Old	4599.262638	Old	Old-Old	152435.1347	83143.99082	0.003333966	0.002007313	0.001668937	7.72E-04	0.001665029	0.002501452	0.001389674	5
PH2017_03_ELD_O_A	PH2017_18_LLB_O_A	183	0.998883087	0.991720819	7980	55238	0.144465766	0.001122582	0.00352997	0.999134699	0.992283059	17	34.5	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_18_LLB_O_A_Oscillatoriales_45_52	0.9895616	<0.99	7042.034548	Old	1145.794856	Young	Old-Young	233252.9865	83992.26701	0.003333966	0.002007313	6.36E-04	5.04E-04	0.002698334	0.0019848	0.001255622	17.5
PH2017_03_ELD_O_A	PH2017_19_SFW_U_A	180	0.999881415	0.99320609	882	45889	0.019220292	2.71E-04	0.002887106	0.999988586	0.993679223	17	150	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_19_SFW_U_A_Oscillatoriales_45_100	0.9915623	0.99-0.995	7042.034548	Old	4325.579974	Old	Old-Old	3158.500304	1742.057858	0.003333966	0.002007313	0.001324066	7.13E-04	0.0020099	0.002329016	0.001360188	133
PH2017_03_ELD_O_A	PH2017_20_SFW_D_A	180	0.999764869	0.993058964	1604	44583	0.035977839	2.70E-04	0.003159573	0.999848321	0.99356294	17	150	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_20_SFW_D_A_Oscillatoriales_45_54	0.99289954	0.99-0.995	7042.034548	Old	1208.519385	Young	Old-Young	3158.500304	1742.057858	0.003333966	0.002007313	8.67E-04	6.72E-04	0.00246729	0.002100321	0.00133946	133
PH2017_03_ELD_O_A	PH2017_24_DOB_U_A	179	0.998229055	0.990640886	12449	62371	0.199595966	0.001658199	0.003832052	0.998494963	0.991388045	17	96	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_24_DOB_U_A_Oscillatoriales_45_109	0.989387	<0.99	7042.034548	Old	981.74609	Young	Old-Young	184950.1285	51593.37122	0.003333966	0.002007313	7.15E-04	6.35E-04	0.002619326	0.002024303	0.001321119	79
PH2017_03_ELD_O_A	PH2017_25_DOB_D_A	179	0.998221071	0.990599366	12452	62453	0.199381935	0.00167749	0.0039123	0.998508615	0.991350585	17	96	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_25_DOB_D_A_Oscillatoriales_45_118	0.9889918	<0.99	7042.034548	Old	984.5606522	Young	Old-Young	184950.1285	51593.37122	0.003333966	0.002007313	7.26E-04	6.43E-04	0.002608024	0.002029955	0.001325287	79
PH2017_03_ELD_O_A	PH2017_26_ELK_O_A	179	0.997374092	0.989574768	14642	61336	0.238717882	0.003061886	0.006115172	0.99809936	0.991102143	17	1590	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_26_ELK_O_A_Oscillatoriales_45_70	0.98897994	<0.99	7042.034548	Old	1321.101872	Young	Old-Young	118619.5903	63650.4752	0.003333966	0.002007313	8.63E-04	6.45E-04	0.002470775	0.002098579	0.001326	1573
PH2017_03_ELD_O_A	PH2017_28_MFU_U_A	177	0.996263116	0.988235434	23294	70744	0.32927174	0.003000744	0.005733859	0.9966079	0.989310206	17	531	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_28_MFU_U_A_Oscillatoriales_45_48	0.98647654	<0.99	7042.034548	Old	1231.97407	Young	Old-Young	318558.2622	50567.06267	0.003333966	0.002007313	7.35E-04	5.36E-04	0.002599187	0.002034373	0.001271583	514
PH2017_03_ELD_O_A	PH2017_29_MFU_D_A	177	0.996454681	0.988258084	21319	71409	0.298547802	0.002871115	0.005625447	0.996981993	0.989333333	17	531	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_29_MFU_D_A_Oscillatoriales_45_141	0.9870997	<0.99	7042.034548	Old	1522.276053	Young	Old-Young	318558.2622	50567.06267	0.003333966	0.002007313	9.20E-04	6.77E-04	0.002413772	0.00212708	0.001342226	514
PH2017_03_ELD_O_A	PH2017_30_WIL_O_A	175	0.996228063	0.988226446	22635	70717	0.320078623	0.002718787	0.005110443	0.99661985	0.989308219	17	80	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_30_WIL_O_A_Oscillatoriales_45_52	0.98597246	<0.99	7042.034548	Old	1286.254911	Young	Old-Young	312865.0179	44957.71366	0.003333966	0.002007313	8.74E-04	6.63E-04	0.002459665	0.002104134	0.001335069	63
PH2017_03_ELD_O_A	PH2017_31_RDM_U_A	182	0.997804376	0.990498761	13857	60958	0.22732045	0.002691338	0.004984502	0.998420991	0.991410493	17	31	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_31_RDM_U_A_Oscillatoriales_45_70	0.9890961	<0.99	7042.034548	Old	1172.734237	Young	Old-Young	46941.43189	24250.48805	0.003333966	0.002007313	9.18E-04	7.70E-04	0.00241626	0.002125836	0.001388859	14
PH2017_03_ELD_O_A	PH2017_32_RDM_D_A	182	0.997751685	0.990322464	14229	62076	0.229219022	0.002716899	0.005091471	0.998377507	0.991233164	17	31	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_32_RDM_D_A_Oscillatoriales_45_69	0.988972	<0.99	7042.034548	Old	1247.253121	Young	Old-Young	46941.43189	24250.48805	0.003333966	0.002007313	6.45E-04	5.03E-04	0.002689359	0.001989287	0.001255346	14
PH2017_03_ELD_O_A	PH2017_33_LGB_O_A	172	0.9984635	0.991033024	10184	56385	0.180615412	0.001404965	0.003739903	0.998802397	0.991794419	17	642	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_33_LGB_O_A_Oscillatoriales_45_77	0.9899222	<0.99	7042.034548	Old	1232.37615	Young	Old-Young	30504.02015	16366.86402	0.003333966	0.002007313	6.54E-04	4.80E-04	0.002679484	0.001994224	0.001243453	625
PH2017_03_ELD_O_A	PH2017_34_RAT_O_A	178	0.998153643	0.989472128	12756	67586	0.188737312	0.001256985	0.004499106	0.998323582	0.990347273	17	50	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_34_RAT_O_A_Oscillatoriales_45_70	0.9875698	<0.99	7042.034548	Old	2525.868507	Old	Old-Old	27566.49273	12540.94359	0.003333966	0.002007313	0.001515282	8.71E-04	0.001818684	0.002424624	0.001439043	33
PH2017_03_ELD_O_A	PH2017_35_SFW_U_B	180	0.999883567	0.993044416	852	46365	0.01837593	2.70E-04	0.002980439	0.999982846	0.993502361	17	150	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_35_SFW_U_B_Oscillatoriales_45_107	0.9927826	0.99-0.995	7042.034548	Old	2130.221482	Old	Old-Old	3158.500304	1742.057858	0.003333966	0.002007313	0.001001671	6.19E-04	0.002332295	0.002167819	0.001313085	133
PH2017_03_ELD_O_A	PH2017_36_ELK_O_B	179	0.997280635	0.989371994	15064	62431	0.241290385	0.00316653	0.006318207	0.998007002	0.990938683	17	1590	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_36_ELK_O_B_Oscillatoriales_45_119	0.9888715	<0.99	7042.034548	Old	1387.57915	Young	Old-Young	118619.5903	63650.4752	0.003333966	0.002007313	7.31E-04	5.31E-04	0.002603365	0.002032284	0.001269344	1573
PH2017_03_ELD_O_A	PH2017_37_MFU_D_B	177	0.996483777	0.988380294	21116	70483	0.299589972	0.002791551	0.005539489	0.99694983	0.98932129	17	531	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_37_MFU_D_B_Oscillatoriales_45_91	0.98697037	<0.99	7042.034548	Old	1435.29268	Young	Old-Young	318558.2622	50567.06267	0.003333966	0.002007313	7.06E-04	4.93E-04	0.002628286	0.002019823	0.00125037	514
PH2017_03_ELD_O_A	PH2017_38_RDM_U_B	182	0.997765229	0.990289103	14137	62281	0.226987364	0.002664727	0.005027061	0.998376258	0.991219661	17	31	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_38_RDM_U_B_Oscillatoriales_45_76	0.98917925	<0.99	7042.034548	Old	1292.420143	Young	Old-Young	46941.43189	24250.48805	0.003333966	0.002007313	8.44E-04	6.69E-04	0.002490367	0.002088783	0.001338105	14
PH2017_03_ELD_O_A	PH2017_39_LGB_O_B	172	0.998484678	0.991123751	9987	55737	0.179180796	0.001421037	0.00367035	0.998821586	0.991861074	17	642	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_39_LGB_O_B_Oscillatoriales_45_65	0.989509	<0.99	7042.034548	Old	1184.528593	Young	Old-Young	30504.02015	16366.86402	0.003333966	0.002007313	7.25E-04	5.52E-04	0.002608935	0.002029499	0.001279467	625
PH2017_03_ELD_O_A	PH2017_40_RAT_O_B	183	0.998173479	0.989369648	13192	71131	0.185460629	0.001283751	0.004673379	0.998292899	0.990160432	17	50	PH2017_03_ELD_O_A_s25_Oscillatoriales_46_20	PH2017_40_RAT_O_B_Oscillatoriales_45_128	0.9873181	<0.99	7042.034548	Old	2792.179699	Old	Old-Old	27566.49273	12540.94359	0.003333966	0.002007313	0.001378377	6.62E-04	0.00195559	0.002356171	0.0013345	33
PH2017_04_SCI_O_A	PH2017_05_CCC_O_A	174	0.997398559	0.988824077	15696	69957	0.224366397	0.00203986	0.005050891	0.997912757	0.98981096	114	39	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_05_CCC_O_A_Oscillatoriales_45_72	0.98412335	<0.99	6317.619856	Old	4027.236384	Old	Old-Old	28511.48371	14211.11755	0.003184929	0.001728745	0.001857712	0.001021113	0.001327217	0.00252132	0.001374929	75
PH2017_04_SCI_O_A	PH2017_06_SFM_O_A	180	0.999104548	0.990888362	3962	57126	0.06935546	0.002030275	0.006287982	0.999615167	0.992039846	114	40	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_06_SFM_O_A_s25_Oscillatoriales_45_22	0.9867293	<0.99	6317.619856	Old	6258.916131	Old	Old-Old	12937.95858	8825.588628	0.003184929	0.001728745	0.002391344	0.001294336	7.94E-04	0.002788136	0.001511541	74
PH2017_04_SCI_O_A	PH2017_07_MST_O_A	176	0.999294509	0.990003147	4471	64442	0.069380218	7.53E-04	0.004856602	0.999526775	0.990956645	114	885	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_07_MST_O_A_s25_Oscillatoriales_45_20	0.98718536	<0.99	6317.619856	Old	8157.405328	Old	Old-Old	333161.4171	63428.06848	0.003184929	0.001728745	0.003186694	0.001918175	1.77E-06	0.003185811	0.00182346	771
PH2017_04_SCI_O_A	PH2017_08_TRC_O_A	175	0.996861924	0.99022085	18862	59540	0.316795432	0.002260985	0.004908049	0.997293174	0.990924458	114	4.6	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_08_TRC_O_A_Oscillatoriales_45_117	0.98733854	<0.99	6317.619856	Old	1444.138446	Young	Old-Young	333547.993	63229.80141	0.003184929	0.001728745	7.73E-04	5.48E-04	0.002411506	0.001979175	0.001138252	109.4
PH2017_04_SCI_O_A	PH2017_09_SFU_O_A	173	0.996939648	0.989985523	17202	59453	0.289337796	0.002717862	0.005554869	0.997688158	0.990972734	114	1392	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_09_SFU_O_A_Oscillatoriales_45_144	0.9872181	<0.99	6317.619856	Old	1321.772005	Young	Old-Young	103809.1201	52948.44981	0.003184929	0.001728745	7.18E-04	5.35E-04	0.002466594	0.001951631	0.001132069	1278
PH2017_04_SCI_O_A	PH2017_13_LAR_U_A	175	0.996909927	0.990019753	17349	60070	0.288813051	0.003325324	0.005546287	0.997689089	0.991357798	114	228	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_13_LAR_U_A_Oscillatoriales_45_90	0.98678833	<0.99	6317.619856	Old	1271.109886	Young	Old-Young	147739.3333	80322.11548	0.003184929	0.001728745	8.28E-04	6.38E-04	0.002356542	0.002006658	0.001183411	114
PH2017_04_SCI_O_A	PH2017_14_LAR_D_A	175	0.996993246	0.990064534	16931	59314	0.285446943	0.003192666	0.005640657	0.997805112	0.991432879	114	228	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_14_LAR_D_A_Oscillatoriales_45_71	0.9865781	<0.99	6317.619856	Old	1127.433189	Young	Old-Young	147739.3333	80322.11548	0.003184929	0.001728745	9.86E-04	8.08E-04	0.00219876	0.002085548	0.001268224	114
PH2017_04_SCI_O_A	PH2017_15_JOR_U_A	175	0.997812836	0.990104127	14086	61155	0.230332761	0.001585239	0.005064232	0.998192989	0.991146555	114	12.2	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_15_JOR_U_A_Oscillatoriales_45_73	0.9865272	<0.99	6317.619856	Old	1920.469587	Old	Old-Old	161481.7047	86731.48623	0.003184929	0.001728745	9.96E-04	6.14E-04	0.002189377	0.00209024	0.001171372	101.8
PH2017_04_SCI_O_A	PH2017_16_JOR_D_A	179	0.99718394	0.990282764	18585	64783	0.286880817	0.002071798	0.004086068	0.99751917	0.991204207	114	12.2	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_16_JOR_D_A_Oscillatoriales_45_142	0.9868142	<0.99	6317.619856	Old	1165.764845	Young	Old-Young	161481.7047	86731.48623	0.003184929	0.001728745	6.74E-04	5.76E-04	0.002510598	0.001929629	0.001152566	101.8
PH2017_04_SCI_O_A	PH2017_17_BER_D_A	177	0.998437379	0.990338727	10489	63230	0.165886446	0.00127706	0.004475585	0.998651079	0.990944583	114	22	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_17_BER_D_A_Oscillatoriales_45_133	0.9847201	<0.99	6317.619856	Old	4599.262638	Old	Old-Old	154420.6157	84025.32342	0.003184929	0.001728745	0.001668937	7.72E-04	0.001515991	0.002426933	0.00125039	92
PH2017_04_SCI_O_A	PH2017_18_LLB_O_A	180	0.997089352	0.990434222	18711	61408	0.304699713	0.001955937	0.003963187	0.997494553	0.991104013	114	34.5	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_18_LLB_O_A_Oscillatoriales_45_52	0.98614645	<0.99	6317.619856	Old	1145.794856	Young	Old-Young	235238.4675	85055.52376	0.003184929	0.001728745	6.36E-04	5.04E-04	0.002549296	0.001910281	0.001116338	79.5
PH2017_04_SCI_O_A	PH2017_19_SFW_U_A	180	0.999817993	0.992717701	1265	49635	0.025486048	4.23E-04	0.002927256	1	0.992981114	114	150	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_19_SFW_U_A_Oscillatoriales_45_100	0.9874177	<0.99	6317.619856	Old	4325.579974	Old	Old-Old	5143.98129	3007.921854	0.003184929	0.001728745	0.001324066	7.13E-04	0.001860862	0.002254497	0.001220904	36
PH2017_04_SCI_O_A	PH2017_20_SFW_D_A	180	0.999786324	0.993294411	1501	44155	0.033993885	3.46E-04	0.002741439	0.999913537	0.993517265	114	150	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_20_SFW_D_A_Oscillatoriales_45_54	0.98892176	<0.99	6317.619856	Old	1208.519385	Young	Old-Young	5143.98129	3007.921854	0.003184929	0.001728745	8.67E-04	6.72E-04	0.002318253	0.002025802	0.001200177	36
PH2017_04_SCI_O_A	PH2017_24_DOB_U_A	179	0.997219335	0.990420854	17612	62666	0.281045543	0.002160284	0.003964699	0.997676949	0.991188126	114	96	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_24_DOB_U_A_Oscillatoriales_45_109	0.98681265	<0.99	6317.619856	Old	981.74609	Young	Old-Young	186935.6095	52798.61865	0.003184929	0.001728745	7.15E-04	6.35E-04	0.002470289	0.001949784	0.001181835	18
PH2017_04_SCI_O_A	PH2017_25_DOB_D_A	179	0.997207718	0.990402983	17616	62691	0.280997272	0.002201262	0.00402061	0.997656217	0.991212091	114	96	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_25_DOB_D_A_Oscillatoriales_45_118	0.98675054	<0.99	6317.619856	Old	984.5606522	Young	Old-Young	186935.6095	52798.61865	0.003184929	0.001728745	7.26E-04	6.43E-04	0.002458986	0.001955436	0.001186003	18
PH2017_04_SCI_O_A	PH2017_26_ELK_O_A	176	0.997056142	0.990008724	16383	59090	0.277255035	0.003268053	0.005939338	0.997884511	0.991478622	114	1590	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_26_ELK_O_A_Oscillatoriales_45_70	0.9866002	<0.99	6317.619856	Old	1321.101872	Young	Old-Young	120605.0713	64597.63349	0.003184929	0.001728745	8.63E-04	6.45E-04	0.002321738	0.00202406	0.001186717	1476
PH2017_04_SCI_O_A	PH2017_28_MFU_U_A	175	0.995816601	0.98871455	25292	66949	0.377780101	0.002778326	0.006119447	0.996305509	0.989811377	114	531	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_28_MFU_U_A_Oscillatoriales_45_48	0.98528534	<0.99	6317.619856	Old	1231.97407	Young	Old-Young	320543.7432	51413.08463	0.003184929	0.001728745	7.35E-04	5.36E-04	0.002450149	0.001959854	0.001132299	417
PH2017_04_SCI_O_A	PH2017_29_MFU_D_A	177	0.996760353	0.989862613	20151	62852	0.320610323	0.00253929	0.005095131	0.997184962	0.990664653	114	531	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_29_MFU_D_A_Oscillatoriales_45_141	0.98689705	<0.99	6317.619856	Old	1522.276053	Young	Old-Young	320543.7432	51413.08463	0.003184929	0.001728745	9.20E-04	6.77E-04	0.002264734	0.002052561	0.001202942	417
PH2017_04_SCI_O_A	PH2017_30_WIL_O_A	175	0.996088438	0.989261157	23264	64704	0.359545005	0.002388018	0.004783551	0.996722335	0.99013782	114	80	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_30_WIL_O_A_Oscillatoriales_45_52	0.98560154	<0.99	6317.619856	Old	1286.254911	Young	Old-Young	314850.4989	45810.08881	0.003184929	0.001728745	8.74E-04	6.63E-04	0.002310627	0.002029615	0.001195785	34
PH2017_04_SCI_O_A	PH2017_31_RDM_U_A	179	0.997605066	0.990969443	14992	56807	0.263911138	0.002136799	0.005118402	0.99800339	0.991609237	114	31	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_31_RDM_U_A_Oscillatoriales_45_70	0.9871281	<0.99	6317.619856	Old	1172.734237	Young	Old-Young	48926.91287	25091.12871	0.003184929	0.001728745	9.18E-04	7.70E-04	0.002267222	0.002051318	0.001249575	83
PH2017_04_SCI_O_A	PH2017_32_RDM_D_A	179	0.997559412	0.990924701	15349	57452	0.267162153	0.002140291	0.005203071	0.997962063	0.991531226	114	31	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_32_RDM_D_A_Oscillatoriales_45_69	0.9867003	<0.99	6317.619856	Old	1247.253121	Young	Old-Young	48926.91287	25091.12871	0.003184929	0.001728745	6.45E-04	5.03E-04	0.002540322	0.001914768	0.001116062	83
PH2017_04_SCI_O_A	PH2017_33_LGB_O_A	172	0.997132634	0.990430449	16517	58095	0.284310182	0.002441138	0.004505541	0.997733866	0.99122967	114	642	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_33_LGB_O_A_Oscillatoriales_45_77	0.98738766	<0.99	6317.619856	Old	1232.37615	Young	Old-Young	32489.50114	17220.89946	0.003184929	0.001728745	6.54E-04	4.80E-04	0.002530446	0.001919705	0.001104169	528
PH2017_04_SCI_O_A	PH2017_34_RAT_O_A	177	0.997412322	0.989503811	16898	66104	0.255627496	0.001472603	0.004887473	0.997669509	0.990160199	114	50	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_34_RAT_O_A_Oscillatoriales_45_70	0.98591685	<0.99	6317.619856	Old	2525.868507	Old	Old-Old	29551.97371	13837.27626	0.003184929	0.001728745	0.001515282	8.71E-04	0.001669647	0.002350105	0.001299759	64
PH2017_04_SCI_O_A	PH2017_35_SFW_U_B	180	0.999824986	0.993139935	1167	46348	0.02517908	4.07E-04	0.002925968	0.999981485	0.993312231	114	150	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_35_SFW_U_B_Oscillatoriales_45_107	0.98872817	<0.99	6317.619856	Old	2130.221482	Old	Old-Old	5143.98129	3007.921854	0.003184929	0.001728745	0.001001671	6.19E-04	0.002183257	0.0020933	0.001173801	36
PH2017_04_SCI_O_A	PH2017_36_ELK_O_B	176	0.996975432	0.989738796	16738	60127	0.278377434	0.003398517	0.006665011	0.997880632	0.991288025	114	1590	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_36_ELK_O_B_Oscillatoriales_45_119	0.9865018	<0.99	6317.619856	Old	1387.57915	Young	Old-Young	120605.0713	64597.63349	0.003184929	0.001728745	7.31E-04	5.31E-04	0.002454328	0.001957765	0.00113006	1476
PH2017_04_SCI_O_A	PH2017_37_MFU_D_B	177	0.99678639	0.989903849	19977	62132	0.32152514	0.002494403	0.004978208	0.997288209	0.990723097	114	531	PH2017_04_SCI_O_A_s25_Oscillatoriales_45_22	PH2017_37_MFU_D_B_Oscillatoriales_45_91	0.9865839	<0.99	6317.619856	Old	1435.29268	Young	Old-Young	320543.7432	51413.08463	0.003184929	0.001728745	7.06E-04	4.93E-04	0.002479249	0.001945304	0.001111086	417
